Apis_Gene_ID,Apis_Genbank_ID,BEEBASE,OGS_v1_1,Bombus_Genbank_ID,Bombus_Gene_ID,Bombus_Description
LOC100576383,XP_006562030.1,GB55923,NA,NA,NA,NA
LOC100576383,XP_016767506.1,GB55923,NA,NA,NA,NA
LOC100576383,XP_016767508.1,GB55923,NA,NA,NA,NA
LOC100576383,XP_016767509.1,GB55923,NA,XP_012174399.1,LOC105666813,uncharacterized protein LOC105666813
LOC100576383,XP_016767510.1,GB55923,NA,NA,NA,NA
LOC100576384,XP_016772526.1,GB45612,GB18351,XP_012170076.1,LOC100643586,tyrosine-protein phosphatase 10D isoform X1
LOC100576387,XP_016770069.1,GB51126,GB13116,XP_012175441.1,LOC105667008,uncharacterized protein LOC105667008
LOC100576392,XP_003250447.1,GB53500,GB16569,XP_003398874.1,LOC100650167,transcriptional regulator Myc
LOC100576392,XP_016770394.1,GB53500,NA,NA,NA,NA
LOC100576392,XP_016770395.1,GB53500,NA,NA,NA,NA
LOC100576395,NP_001229399.1,GB45427,GB14867,NP_001267850.1,Kr-h1,kruppel homolog 1
LOC100576395,NP_001011566.1,GB45427,NA,NA,NA,NA
LOC100576400,XP_003250111.1,GB46060,GB13561,XP_003396127.1,LOC100650361,uncharacterized protein LOC100650361
LOC100576401,XP_006564751.1,NA,GB15787,XP_003403214.2,LOC100644990,LOW QUALITY PROTEIN: uncharacterized protein LOC100644990
LOC100576402,XP_006565864.1,GB41745,GB16077,XP_003400533.1,LOC100646634,serine/threonine-protein kinase atr
LOC100576404,XP_006570014.1,GB41378,GB12802,XP_003399561.1,LOC100645920,probable helicase with zinc finger domain
LOC100576405,XP_003249244.1,GB52601,GB30238,XP_003397357.1,LOC100652122,protein split ends-like isoform X1
LOC100576405,XP_006558277.1,GB52601,NA,NA,NA,NA
LOC100576405,XP_006558278.1,GB52601,NA,NA,NA,NA
LOC100576410,XP_016772443.1,GB45616,GB12815,XP_012170635.1,LOC100646994,uncharacterized protein LOC100646994
LOC100576411,XP_003250261.1,GB50168,GB14675,XP_012172241.1,LOC105666536,uncharacterized protein LOC105666536
LOC100576412,XP_003250992.1,GB44181,GB14186,XP_012163347.1,LOC100648742,E3 ubiquitin-protein ligase RNF8-like
LOC100576412,XP_006567307.1,GB44181,NA,NA,NA,NA
LOC100576413,XP_003251122.2,GB44685,GB10493,XP_012164351.1,LOC105665773,LOW QUALITY PROTEIN: uncharacterized protein PF11_0213-like
LOC100576414,XP_003251597.1,GB55263,GB18415,XP_012168778.1,LOC100648083,fatty acyl-CoA reductase 1
LOC100576418,XP_006561108.1,GB50610,GB30001,NA,NA,NA
LOC100576421,XP_016770536.1,GB44876,GB10338,XP_003399100.1,LOC100647815,uncharacterized protein LOC100647815 isoform X1
LOC100576421,XP_006566789.1,GB44876,NA,NA,NA,NA
LOC100576421,XP_006566791.1,GB44876,NA,NA,NA,NA
LOC100576421,XP_006566792.1,GB44876,NA,NA,NA,NA
LOC100576421,XP_006566793.1,GB44876,NA,NA,NA,NA
LOC100576421,XP_006566794.1,GB44876,NA,NA,NA,NA
LOC100576421,XP_016770535.1,GB44876,NA,NA,NA,NA
LOC100576421,XP_016770538.1,GB44876,NA,XP_012169318.1,LOC100647815,uncharacterized protein LOC100647815 isoform X2
LOC100576422,XP_006566942.1,GB52009,GB13139,XP_003399769.1,LOC100651696,mitochondrial import inner membrane translocase subunit Tim22
LOC100576425,XP_016772313.1,GB53908,GB13726,NA,NA,NA
LOC100576425,XP_006571760.2,GB53908,NA,XP_012166413.1,LOC105665993,uncharacterized protein LOC105665993
LOC100576427,XP_003252074.1,GB47978,NA,NA,NA,NA
LOC100576428,XP_006558364.1,GB40219,NA,XP_003401014.1,LOC100645655,lateral signaling target protein 2 homolog
LOC100576428,XP_016771085.1,GB40219,NA,NA,NA,NA
LOC100576428,XP_016771086.1,GB40219,NA,NA,NA,NA
LOC100576432,XP_003250286.1,GB50229,GB17454,XP_003401207.1,LOC100649973,uncharacterized protein LOC100649973
LOC100576432,XP_016772073.1,GB50229,NA,NA,NA,NA
LOC100576433,XP_003250740.2,GB52456,GB12010,XP_012175666.1,LOC100650593,protein DENND6A
LOC100576434,XP_006569961.1,GB41317,GB13897,XP_012174012.1,LOC105666755,uncharacterized protein LOC105666755
LOC100576434,XP_003251461.2,GB41317,NA,NA,NA,NA
LOC100576435,XP_016768951.1,GB47498,GB14291,XP_012173734.1,LOC100643599,shootin-1 isoform X2
LOC100576435,XP_006570884.1,GB47498,NA,NA,NA,NA
LOC100576435,XP_006570885.1,GB47498,NA,NA,NA,NA
LOC100576435,XP_006570886.1,GB47498,NA,NA,NA,NA
LOC100576436,XP_016772799.1,GB47177,GB19518,XP_012173395.1,LOC100644230,LOW QUALITY PROTEIN: putative ATP-dependent RNA helicase TDRD12
LOC100576438,XP_006572256.2,GB46987,GB12915,XP_003394338.1,LOC100648125,uncharacterized protein LOC100648125
LOC100576439,XP_006572410.2,GB45581,GB13336,XP_003402045.1,LOC100644349,coiled-coil domain-containing protein 40
LOC100576440,XP_016773088.1,GB45748,NA,NA,NA,NA
LOC100576444,XP_003250085.1,GB45614,NA,NA,NA,NA
LOC100576445,XP_003251189.1,NA,NA,NA,NA,NA
LOC100576445,XP_016770569.1,NA,NA,NA,NA,NA
LOC100576446,XP_016770306.1,GB46516,GB30556,NA,NA,NA
LOC100576446,XP_006570176.1,GB46516,NA,XP_012165925.1,LOC100643327,solute carrier family 26 member 6-like isoform X2
LOC100576446,XP_006570177.1,GB46516,NA,NA,NA,NA
LOC100576447,NP_001265267.1,GB49281,GB10087,XP_012168426.1,LOC100644281,uncharacterized protein LOC100644281
LOC100576449,XP_006557967.1,GB52328,GB16349,XP_012173552.1,LOC100646247,protein patched isoform X2
LOC100576449,XP_006557966.1,GB52328,NA,XP_012173551.1,LOC100646247,protein patched isoform X1
LOC100576453,XP_006569404.2,NA,GB18925,XP_012163365.1,LOC105665666,protein cornichon
LOC100576454,XP_006571440.1,GB51558,GB11421,NA,NA,NA
LOC100576454,XP_003251721.1,GB51558,NA,NA,NA,NA
LOC100576454,XP_006571441.1,GB51558,NA,XP_012175991.1,LOC100648542,protein stum
LOC100576456,XP_003252046.2,NA,NA,NA,NA,NA
LOC100576457,XP_003249153.1,GB54387,GB19165,XP_003396083.1,LOC100644722,probable ribosome biogenesis protein RLP24
LOC100576458,XP_006558393.1,GB40218,GB10890,XP_012172040.1,LOC100643465,urea transporter 1-like
LOC100576460,XP_003250394.2,GB47781,GB14213,XP_012170664.1,LOC100643823,EF-hand calcium-binding domain-containing protein 1-like
LOC100576461,XP_006565699.1,GB41658,GB20086,XP_003400423.2,LOC100643341,uncharacterized protein LOC100643341
LOC100576462,XP_003250826.2,GB51075,GB30107,XP_012174904.1,LOC100651978,odorant receptor 2a-like
LOC100576466,XP_003251953.2,GB54027,NA,NA,NA,NA
LOC100576467,XP_003249300.1,GB49097,GB15387,XP_003394282.1,LOC100651751,sex-regulated protein janus-A-like
LOC100576471,XP_003249875.3,GB54528,GB13391,XP_012166731.1,LOC100645635,LOW QUALITY PROTEIN: uncharacterized protein LOC100645635
LOC100576472,XP_016770097.1,GB51130,GB12906,XP_012175363.1,LOC100642510,E3 ubiquitin-protein ligase Su(dx)
LOC100576473,XP_003251486.1,GB46417,NA,XP_003396796.1,LOC100643081,uncharacterized protein LOC100643081
LOC100576473,XP_016770287.1,GB46417,NA,NA,NA,NA
LOC100576476,XP_016767076.1,GB53105,GB18174,XP_012163709.1,LOC100645073,uncharacterized protein LOC100645073
LOC100576478,XP_006559701.1,GB40549,NA,NA,NA,NA
LOC100576480,NP_001229922.1,GB47952,GB14579,NA,NA,NA
LOC100576482,XP_006565411.1,GB41451,GB11770,NA,NA,NA
LOC100576482,XP_006565410.1,GB41451,NA,XP_012164903.1,LOC100651758,LOW QUALITY PROTEIN: centromere protein J
LOC100576484,XP_003250976.1,GB52004,NA,NA,NA,NA
LOC100576484,XP_006566960.1,GB52004,NA,NA,NA,NA
LOC100576484,XP_006566963.1,GB52004,NA,NA,NA,NA
LOC100576484,XP_006566964.1,GB52004,NA,NA,NA,NA
LOC100576487,XP_003249154.1,GB54326,GB18761,XP_012170273.1,LOC100646554,apoptosis regulatory protein Siva-like
LOC100576488,XP_016770842.1,GB40228,GB12195,XP_012172039.1,LOC100645539,uncharacterized protein LOC100645539
LOC100576492,XP_016768733.1,GB43287,GB19219,XP_003403264.1,LOC100651826,uncharacterized protein LOC100651826
LOC100576497,XP_003251223.1,GB44344,GB30350,XP_003396979.1,LOC100645755,uncharacterized protein LOC100645755
LOC100576497,XP_006568359.1,GB44344,NA,NA,NA,NA
LOC100576498,XP_003251845.3,GB43677,NA,XP_003398838.1,LOC100645724,uncharacterized protein LOC100645724
LOC100576502,XP_016766552.1,GB53698,NA,XP_003394658.2,LOC100649803,tripartite motif-containing protein 45-like isoform X1
LOC100576504,XP_006567501.1,NA,NA,XP_003397861.2,LOC100644767,uncharacterized protein LOC100644767
LOC100576504,XP_006567502.1,NA,NA,NA,NA,NA
LOC100576504,XP_006567503.1,NA,NA,NA,NA,NA
LOC100576504,XP_006567504.1,NA,NA,NA,NA,NA
LOC100576504,XP_016769576.1,NA,NA,NA,NA,NA
LOC100576505,XP_003251487.1,GB46412,NA,NA,NA,NA
LOC100576505,XP_016773333.1,GB46412,NA,NA,NA,NA
LOC100576506,XP_006571937.2,GB52250,GB13242,XP_003394109.1,LOC100650191,uncharacterized protein LOC100650191
LOC100576508,XP_016771214.1,GB54791,GB12571,XP_003400208.1,LOC100646841,uronyl 2-sulfotransferase-like
LOC100576508,XP_006557928.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771215.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771216.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771217.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771218.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771219.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771220.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771221.1,GB54791,NA,NA,NA,NA
LOC100576508,XP_016771222.1,GB54791,NA,NA,NA,NA
LOC100576512,XP_003249808.1,GB50733,NA,XP_003394077.1,LOC100646458,U8-agatoxin-Ao1a-like isoform X2
LOC100576512,XP_003249809.1,GB50733,NA,XP_003394078.1,LOC100646458,U8-agatoxin-Ao1a-like isoform X1
LOC100576514,XP_016767522.1,GB50413,GB10947,XP_012163391.1,LOC100652156,LOW QUALITY PROTEIN: protein TBRG4
LOC100576515,XP_003250349.1,GB43822,GB19845,XP_003403060.1,LOC100646015,protein KRTCAP2 homolog
LOC100576515,XP_006563876.1,GB43822,NA,NA,NA,NA
LOC100576519,XP_016770402.1,NA,GB13411,XP_012169320.1,LOC105665622,TLD domain-containing protein 1
LOC100576519,XP_003250893.1,NA,NA,NA,NA,NA
LOC100576522,XP_016767895.1,GB41316,GB30216,NA,NA,NA
LOC100576522,XP_006569962.1,GB41316,NA,XP_012176465.1,LOC100649686,odorant receptor 4-like
LOC100576524,XP_003251992.2,GB43348,NA,NA,NA,NA
LOC100576525,XP_003252047.1,NA,NA,NA,NA,NA
LOC100576527,XP_003249317.1,GB48230,GB16736,XP_003400233.1,LOC100649707,cyclic AMP-dependent transcription factor ATF-2 isoform X1
LOC100576527,XP_016771382.1,GB48230,NA,XP_012170992.1,LOC100649707,cyclic AMP-dependent transcription factor ATF-2 isoform X2
LOC100576528,XP_016768623.1,GB43309,NA,XP_003402613.2,LOC100647047,uncharacterized protein LOC100647047
LOC100576529,XP_003250263.1,GB50066,NA,XP_003401183.1,LOC100647081,uncharacterized protein LOC100647081
LOC100576530,XP_006565703.1,GB41657,NA,XP_003400405.1,LOC100651138,uncharacterized protein LOC100651138
LOC100576531,XP_016769721.1,GB51076,NA,XP_012168232.1,LOC100643943,RNA pseudouridylate synthase domain-containing protein 1-like isoform X2
LOC100576532,XP_006566544.2,GB45186,GB11196,XP_012169645.1,LOC100644733,uncharacterized protein LOC100644733
LOC100576534,XP_016769363.1,NA,NA,NA,NA,NA
LOC100576536,XP_003251954.2,NA,NA,NA,NA,NA
LOC100576537,XP_006558613.1,GB47705,GB19105,XP_003396540.2,LOC100652237,uncharacterized protein LOC100652237
LOC100576540,XP_006559915.1,GB50363,GB17491,XP_003402449.1,LOC100645733,gamma-gliadin isoform X2
LOC100576542,XP_003249646.1,GB43538,GB16334,XP_003400813.1,LOC100650980,uncharacterized protein LOC100650980
LOC100576542,XP_006560295.1,GB43538,NA,NA,NA,NA
LOC100576543,XP_016771106.1,GB52539,GB15995,NA,NA,NA
LOC100576543,XP_003249830.1,GB52539,NA,XP_003399533.1,LOC100642531,steroid receptor RNA activator 1-like isoform X1
LOC100576544,XP_003249852.1,GB47576,GB15392,XP_003402127.1,LOC100644505,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5
LOC100576544,XP_003249853.1,GB47576,NA,NA,NA,NA
LOC100576547,XP_003250229.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_006563329.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_006563331.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_006563332.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_016768116.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_016768126.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_016768129.1,GB40842,NA,NA,NA,NA
LOC100576547,XP_016768133.1,GB40842,NA,XP_003402779.1,LOC100648192,glucose dehydrogenase [FAD%2C quinone]
LOC100576552,XP_003249116.2,GB46640,GB18484,NA,NA,NA
LOC100576552,XP_006557492.1,GB46640,NA,NA,NA,NA
LOC100576552,XP_006557493.1,GB46640,NA,NA,NA,NA
LOC100576552,XP_006557495.1,GB46640,NA,NA,NA,NA
LOC100576552,XP_016770522.1,GB46640,NA,XP_003396952.2,LOC100642491,uncharacterized protein LOC100642491 isoform X2
LOC100576554,XP_003249479.2,GB51339,GB30079,XP_012170651.1,LOC100651729,cilia- and flagella-associated protein 69-like
LOC100576555,XP_003249671.1,GB40148,GB15517,XP_003400081.1,LOC100651655,cytochrome b561 domain-containing protein 2-like
LOC100576557,XP_016770651.1,GB45239,GB19333,NA,NA,NA
LOC100576557,XP_016770650.1,GB45239,NA,NA,NA,NA
LOC100576559,XP_003251400.1,GB47843,NA,XP_012176459.1,LOC100651949,LOW QUALITY PROTEIN: uncharacterized protein LOC100651949
LOC100576559,XP_006569555.1,GB47843,NA,NA,NA,NA
LOC100576562,XP_016773215.1,GB41113,NA,NA,NA,NA
LOC100576563,XP_016772421.1,GB54356,GB30090,XP_012170124.1,LOC100645806,growth factor receptor-bound protein 14-like isoform X1
LOC100576563,XP_003249156.1,GB54356,NA,NA,NA,NA
LOC100576563,XP_006557753.1,GB54356,NA,NA,NA,NA
LOC100576563,XP_006557754.1,GB54356,NA,NA,NA,NA
LOC100576563,XP_006557755.1,GB54356,NA,NA,NA,NA
LOC100576563,XP_006557758.1,GB54356,NA,NA,NA,NA
LOC100576565,XP_006560498.1,GB46387,GB15570,XP_003398324.1,LOC100642341,zinc finger protein 511
LOC100576568,XP_016768244.1,GB46064,GB17049,XP_012164769.1,LOC105665839,uncharacterized protein LOC105665839
LOC100576568,XP_003250114.1,GB46064,NA,NA,NA,NA
LOC100576568,XP_016768243.1,GB46064,NA,NA,NA,NA
LOC100576569,XP_003250264.1,GB50065,GB16426,XP_012172238.1,LOC100646845,LOW QUALITY PROTEIN: uncharacterized protein LOC100646845
LOC100576571,XP_006565992.2,GB52419,GB17799,XP_012175613.1,LOC100647056,dr1-associated corepressor
LOC100576572,XP_006566290.2,GB50967,GB18246,XP_012168237.1,LOC100644067,serine/threonine-protein kinase RIO1-like isoform X2
LOC100576576,XP_003251955.2,NA,NA,NA,NA,NA
LOC100576577,XP_003252024.1,GB42003,NA,NA,NA,NA
LOC100576584,XP_016767572.1,GB48640,GB13983,XP_012164489.1,LOC105665793,protein NLRC3-like
LOC100576586,XP_006570188.1,GB46523,GB12109,XP_012165910.1,LOC100652194,transcriptional repressor CTCFL-like isoform X1
LOC100576590,XP_016772402.1,NA,NA,NA,NA,NA
LOC100576591,XP_016771888.1,GB42275,GB13050,XP_012171990.1,LOC100649671,LOW QUALITY PROTEIN: probable ATP-dependent helicase PF08_0048
LOC100576592,XP_016771972.1,GB50550,NA,XP_003401350.2,LOC100647239,LOW QUALITY PROTEIN: uncharacterized protein LOC100647239
LOC100576600,XP_006569556.1,GB47820,GB17048,XP_012176461.1,LOC100652189,zinc finger protein 345-like
LOC100576600,XP_003251401.1,GB47820,NA,NA,NA,NA
LOC100576601,XP_003251993.3,GB48737,NA,NA,NA,NA
LOC100576603,XP_006559838.1,NA,NA,NA,NA,NA
LOC100576606,XP_016768753.1,GB43277,GB14408,NA,NA,NA
LOC100576606,XP_016768752.1,GB43277,NA,XP_003402605.1,LOC100645854,uncharacterized protein LOC100645854
LOC100576608,XP_003250715.2,GB41656,GB30544,XP_003400403.1,LOC100650900,dynactin%2C 150 kDa isoform
LOC100576610,XP_003251071.2,NA,GB16626,XP_003397839.1,LOC100652080,mitochondrial ribonuclease P protein 3
LOC100576612,XP_016773174.1,GB43320,NA,XP_012169582.1,LOC100647783,leptin receptor overlapping transcript-like 1
LOC100576614,XP_003249192.1,GB41191,GB19665,XP_012172614.1,LOC100645813,dentin sialophosphoprotein-like isoform X2
LOC100576615,XP_003249647.1,GB43640,GB19917,XP_003400817.1,LOC100651463,uncharacterized protein LOC100651463 isoform X1
LOC100576615,XP_006560307.1,GB43640,NA,NA,NA,NA
LOC100576615,XP_016771674.1,GB43640,NA,NA,NA,NA
LOC100576617,XP_003250395.2,NA,NA,NA,NA,NA
LOC100576617,XP_016771337.1,NA,NA,NA,NA,NA
LOC100576617,XP_016771338.1,NA,NA,NA,NA,NA
LOC100576618,XP_006565029.1,GB51853,NA,NA,NA,NA
LOC100576619,XP_003250601.1,GB49383,GB17644,XP_003399876.1,LOC100645096,CUE domain-containing protein 2-A isoform X2
LOC100576620,XP_003251441.3,GB46131,GB13027,XP_003394180.1,LOC100649285,pre-mRNA-splicing factor 38B isoform X3
LOC100576621,XP_003251572.1,GB53539,GB11688,XP_003402980.1,LOC100644989,thyroid transcription factor 1-associated protein 26
LOC100576623,XP_006572180.1,NA,NA,XP_012175750.1,LOC105667116,piggyBac transposable element-derived protein 4-like
LOC100576625,XP_006561044.2,GB50551,GB30462,XP_003401349.1,LOC100647120,uncharacterized protein LOC100647120 isoform X2
LOC100576626,XP_016769742.1,NA,NA,NA,NA,NA
LOC100576626,XP_016769749.1,NA,NA,NA,NA,NA
LOC100576629,XP_016770652.1,GB45242,NA,NA,NA,NA
LOC100576637,XP_016768426.1,NA,NA,XP_012174798.1,LOC100651231,trypsin-7-like
LOC100576638,XP_006560916.2,GB55803,GB18401,XP_012176278.1,LOC100645588,uncharacterized protein LOC100645588
LOC100576640,XP_016769451.1,GB42764,GB18947,NA,NA,NA
LOC100576640,XP_006561662.1,GB42764,NA,NA,NA,NA
LOC100576640,XP_016769448.1,GB42764,NA,XP_003397574.1,LOC100649216,breast cancer type 1 susceptibility protein-like
LOC100576640,XP_016769450.1,GB42764,NA,NA,NA,NA
LOC100576645,XP_006564568.1,GB41837,GB15293,NA,NA,NA
LOC100576646,XP_003250858.3,GB44983,NA,XP_012169619.1,LOC105666292,LOW QUALITY PROTEIN: dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex%2C mitochondrial-like
LOC100576647,XP_016770744.1,GB44898,GB15162,XP_003399055.1,LOC100652250,separin
LOC100576649,XP_016773040.1,GB55893,NA,XP_003393628.1,LOC100649562,mismatch repair endonuclease PMS2 isoform X2
LOC100576660,XP_003251546.1,GB43081,NA,XP_003398682.1,LOC100645645,FAD synthase-like
LOC100576662,XP_003251744.1,GB49261,NA,XP_003393158.1,LOC100649722,uncharacterized protein LOC100649722
LOC100576662,XP_006571500.1,GB49261,NA,NA,NA,NA
LOC100576663,XP_006558965.1,GB41130,GB13985,XP_012166420.1,LOC100651162,39S ribosomal protein L39%2C mitochondrial
LOC100576666,XP_006565429.1,GB41494,GB10558,XP_012164872.1,LOC100651199,uncharacterized protein LOC100651199
LOC100576667,XP_006567937.1,GB44689,GB14313,XP_012164347.1,LOC100651003,E3 ubiquitin-protein ligase synoviolin A
LOC100576667,XP_006567935.1,GB44689,NA,NA,NA,NA
LOC100576667,XP_006567936.1,GB44689,NA,NA,NA,NA
LOC100576669,XP_006570983.1,GB45451,GB16188,XP_012173868.1,LOC100645816,ankyrin repeat%2C SAM and basic leucine zipper domain-containing protein 1
LOC100576671,XP_006558575.1,GB48262,NA,XP_012170984.1,LOC100648837,polycomb group protein Psc-like isoform X1
LOC100576671,XP_006558576.1,GB48262,NA,NA,NA,NA
LOC100576671,XP_006558577.1,GB48262,NA,NA,NA,NA
LOC100576671,XP_006558578.1,GB48262,NA,XP_012170985.1,LOC100648837,polycomb group protein Psc-like isoform X2
LOC100576677,XP_016766548.1,GB55788,GB11996,XP_012176084.1,LOC100648703,DNA repair protein RAD51 homolog 4 isoform X1
LOC100576679,XP_016769680.1,NA,GB12403,XP_003397573.1,LOC100649025,uncharacterized protein LOC100649025
LOC100576679,XP_016769679.1,NA,NA,NA,NA,NA
LOC100576681,NP_001229910.1,GB52414,GB30169,NA,NA,NA
LOC100576681,XP_006565883.1,GB52414,NA,NA,NA,NA
LOC100576681,XP_016773453.1,GB52414,NA,NA,NA,NA
LOC100576683,XP_006567708.1,GB44536,GB16095,XP_012163955.1,LOC100646059,uncharacterized protein LOC100646059 isoform X1
LOC100576687,XP_016768545.1,GB44265,NA,NA,NA,NA
LOC100576688,XP_016771675.1,GB43534,NA,NA,NA,NA
LOC100576688,XP_016771676.1,GB43534,NA,NA,NA,NA
LOC100576688,XP_016771677.1,GB43534,NA,NA,NA,NA
LOC100576688,XP_016771678.1,GB43534,NA,NA,NA,NA
LOC100576688,XP_016771679.1,GB43534,NA,NA,NA,NA
LOC100576688,XP_016771680.1,GB43534,NA,NA,NA,NA
LOC100576688,XP_016771681.1,GB43534,NA,XP_012171864.1,LOC100649032,serine/arginine-rich splicing factor 7-like
LOC100576690,XP_006562355.1,NA,NA,NA,NA,NA
LOC100576690,XP_016771538.1,NA,NA,NA,NA,NA
LOC100576697,XP_016766681.1,NA,NA,NA,NA,NA
LOC100576700,XP_003249350.1,GB47718,NA,NA,NA,NA
LOC100576700,XP_006558615.1,GB47718,NA,NA,NA,NA
LOC100576700,XP_006558617.1,GB47718,NA,XP_012165964.1,LOC100646539,class A basic helix-loop-helix protein 15-like
LOC100576702,XP_003249924.2,NA,NA,XP_003397563.1,LOC100647856,uncharacterized protein LOC100647856 isoform X1
LOC100576702,XP_016769678.1,NA,NA,XP_012166794.1,LOC100647856,uncharacterized protein LOC100647856 isoform X2
LOC100576703,XP_016768229.1,GB41495,GB16742,XP_012164873.1,LOC100650077,sarcalumenin isoform X1
LOC100576706,XP_003251298.1,GB55626,GB10578,XP_003393779.1,LOC100648851,peptidyl-prolyl cis-trans isomerase D
LOC100576706,XP_006569038.1,GB55626,NA,NA,NA,NA
LOC100576708,XP_016772135.1,GB53972,GB17963,XP_012174208.1,LOC100643144,E3 ubiquitin-protein ligase RNF146-B-like
LOC100576709,XP_016772555.1,GB54320,GB30555_2,NA,NA,NA
LOC100576709,XP_006557820.1,GB54320,NA,XP_012170282.1,LOC100647311,mitogen-activated protein kinase-binding protein 1 isoform X1
LOC100576709,XP_016772551.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772552.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772553.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772554.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772556.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772557.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772558.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772559.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772560.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772561.1,GB54320,NA,NA,NA,NA
LOC100576709,XP_016772562.1,GB54320,NA,NA,NA,NA
LOC100576714,NP_001229908.1,GB52413,GB30453,NA,NA,NA
LOC100576717,XP_003250928.1,GB45266,GB18031,XP_012169270.1,LOC100643705,LOW QUALITY PROTEIN: uncharacterized protein LOC100643705
